generation,best_fitness,threshold,fitness,weight_extremeness_penalty,mean_recall,min_recall,mean_f1,mean_fnr,max_fnr,mean_fpr,robustness_gap
68,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
69,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
70,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
71,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
72,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
73,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
74,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
75,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
76,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
77,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
78,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
79,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
80,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
81,0.7406115114589433,0.3,0.7406115114589433,0.05647629499435425,0.975031605562579,0.9608091024020228,0.9082694607292497,0.024968394437420986,0.039190897597977246,0.17193426042983564,0.02402022756005051
